uniqueID,drugName,condition,review,rating,date,usefulCount,trueSentiment
161754,Remeron,Depression,"""Remeron at low doses worked beautifully for my insomnia.  At high doses (I was on 90mg. at one point for depression), it was useless for me.  As my doctor once put it, ""For depression, Remeron is not a heavy lifter.""  But for insomnia, it was a God send.  The only problem came when I tried to wean myself off of it.  I had little trouble until I got down to a quarter pill (0.375mg).  I got terrible rebound insomnia and eventually had to go back on.  It also made me gain 14 pounds.""",2,1-Apr-10,59,negative
76272,Azithromycin Dose Pack,Sinusitis,"""This drug worked after 5 days on my sinus infection. On the 6 day I experienced vomiting, dizziness, stomach craps, constipation, black stool, hypertension, fast beating of the heart, low energy, hives on my face, headaches, swollen eye lids, dark circles under my eyes. Day 11 after taking the last dose, still experiencing fast heart beat, swelling in my feet, hives on my face. Low energy.""",4,8-Apr-17,4,negative
86093,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,"""Today I'm having my first colonoscopy. Yesterday I mixed it with water and orange gatorade. The taste was terrible. Last night, I decided to chill the bottle in the fridge. A few minutes ago I had my second bottle. After each gulp of the Suprep I swished ginger ale around my mouth then spit it out. This way was so much better for me. The ginger ale kills the horrid after taste. Hope this helps :)""",8,31-Aug-15,7,positive
204645,BuSpar,Anxiety,"""Prescribed BuSpar for anxiety and panic disorder.  This medicine seems to be a much better option for me than the SSRI drugs.  The side effects experienced are dizziness, tingling in the fingertips, vivid dreams and the occasional stomach ache.  Been taking 5mg, 5 times a day. I do also compliment the medicine with the occasional 0.25mg Xanax when needed.  After 3 weeks I do notice a big difference in the amounts of anxiety and a elimination of symptoms, which used to work their way to the panic stage. So far between these medicines, daily exercise, self education, and therapy I seem to be making some progress. I would recommend giving it a try.""",9,1-Mar-09,123,neutral
166005,Levonorgestrel,Birth Control,"""I just got the Mirena put in today and I have a low threshold for pain with certain things. I would advise everyone to take a good pain pill bc the pressure and cramping is pretty heavy. It's temporary but its painful...I kept tensing up and the Dr had to pause until I was ready lol...I hope all goes well but I will report back with results.""",7,4-Feb-17,2,neutral
177889,Duloxetine,ibromyalgia,"""60 mg/day for 4 months and no relief of fibromyalgia symptoms. Killed my libido entirely and had trouble sleeping.""",1,14-Nov-12,17,negative
65018,Sertraline,Depression,"""IT'S MY SAVIOR, I was in severe anxiety and depression for the last 6 months, it felt like there was no hope anymore, started taking Zoloft, and today is my 4th week. It's not that I don't feel depressed anymore, I FEEL HAPPY, enjoying every moment of life, I go to work full of motivation now, I feel like nothing can stress me out, you sound very confident in front of your colleagues. I am so thankful for this medicine, it gave me my potential, my efficiency and my life back. No significant side effects, other than weight gain.""",10,25-Jan-15,237,positive
93212,Vortioxetine,Major Depressive Disorde,"""No antidepressants were working for me so the dr. Put me on brintellix. Diarrhea started three hours after first dose and continued for 12 days. I was on the medication 16 days total. By day 4 I had involuntary muscle twitches which turned into head jerking. By day 14 I had my first seizure while driving then had another seizure at work which caused me to lose my job yesterday (liability issues). This was a scary medicine for me and I'm more depressed now because I lost my job on account of it.""",1,28-Oct-15,21,negative
145153,Etonogestrel,Birth Control,"""I'm reading a lot of bad reviews on here and I cannot relate to them at all. I've had nexplanon for almost a year now. I do have a period, that is a few days longer than my period was prior to nexplanon, but it is certainly nothing unbearable. I have not gotten pregnant and my mood is steady. I did gain a few pounds when I first got on nexplanon but they quickly dropped off as my body readjusted. I barely notice the implant is there. I'm very sorry for the ladies who have had a bad experience but I would definitely suggest this to anyone looking to be on birth control.""",9,1-Nov-15,15,positive
37693,Vyvanse,ADHD,"""I am 19 now and started taking ADD medicines when I was 17. I had used Adderall for a few months and had to stop because of the 'rebound' I got from it. It made me too agitated and easily angry/sad when coming down on it near the end of the day. I switched to Focalin XR and it worked well for maybe another month before the same thing started happening. My doctor then wanted to try one more time so he said there is a newer stimulant out for ADD/ADHD and it is pretty much like a cousin of Adderall. He said there is a better chance that this won't have a negative rebound. I have been on 60mg of Vyvanse for a few months and I have not felt any type of negative side-effects like I had before. It works great and helps me stay focused with school and work.""",10,15-Apr-09,26,positive
103003,Aripiprazole,Bipolar Disorde,"""This made me very angry and loss of hair, hostile and wanting to hurt myself.""",1,15-Oct-09,26,negative
118377,Naltrexone,Alcohol Dependence,"""I am looking forward to my second injection. The obsession of taking a drink has been diminished significantly. I am motivated and happy. I attend 12 step meetings and do everything suggested from the fellowship however, this medication has taken me to the next level in my sobriety.  It is merely a band aid to my disease and support is still extremely important. I recommend this medication to any chronic alcoholic who has a problem staying sober.""",10,7-Aug-11,144,positive
49588,Ethinyl estradiol / levonorgestrel,Birth Control,"""I have been on this pill for 16 days now. Despite the fact that I have only taken this pill 16 times, I have noticed drastic negative changes in myself. I can assure you that I am not exaggerating my experiences with this pill when I describe it, however, I wish that were the case...
Physical Changes I have experienced while taking Lutera:
-Painful, nasty-looking acne on my face, back, and shoulders (I have NEVER had acne in my 19 years of life)
-Weight gain in my abdominal area and shoulders (I have not weighed myself because I am terrified to do so, since it has been that drastic) 
-Constant hunger that is difficult for me to control
-I have my period 2 weeks sooner than I should this month""",4,17-Oct-15,5,negative
73542,Ethinyl estradiol / norethindrone,Birth Control,"""I am almost done my second pack and I love this medication. I didn't get depressed or nausea like a lot of other reviews. I am seeing a little weight gain, however my breasts have started at a C and are now a D. I think I am switching off of this though simply due to cost per month.""",8,1-Aug-13,4,positive
104041,Ethinyl estradiol / levonorgestrel,Birth Control,"""I was on this pill for close to seven or eight months.  It was great at first, absolutely no side effects, until the last three months on it. I was bleeding for four weeks at a time with one week of no bleeding in between.  This was my only issue with this birth control.  I have been on three other birth controls before this one (stopped because they were discontinued) and have never had any problems with any of them which just shows that I am not prone to mood swings or break outs, cramps, etc., so this pill worked for me personally but may not work for just anyone.""",9,31-Dec-13,6,positive
227734,Etonogestrel,Birth Control,"""I've had Implanon since February of 2009. I just made my appointment the other day to have it removed this February (2012). I can't believe its been 3 years already. I haven't had any problems with it at all. No mood swings and no weight gain. I didn't read the reviews before I got it. It didn't hurt, I don't have a scar. My arm was only sore for a couple of days, but that was minor. All in all it was a great experience. I look forward to getting another one implanted upon its removal.""",10,16-Jan-12,0,positive
168231,Rizatriptan,Migraine,"""Good relief without being too wiped out""",10,31-Aug-11,4,positive
90435,Docosanol,Herpes Simplex,"""I upset that they even get a 1! Doesn't work! Cold sore only got worse!""",1,21-Dec-16,12,negative
58435,Fluticasone / salmeterol,"Asthma, Maintenance","""I have use Advair 500/50 for a little over three years.  It has helped control the Asthma, but there are some side effects.  I don't have much taste sensation anymore, my throat feels raw, and I cough from the throat which I don't remember doing before, and I lose my voice.  This dosage is too much after awhile, I get the shakes and feel week, sometimes have terrible headaches. I have tried using 500/50 in the mornings and 250/50 at night.  That is only good for a short while.  I need something between these two.""",8,9-Sep-09,33,neutral
44978,Fluoxetine,Depression,"""I was first put on wellbutrin at 300mg then 450mg but that kept me up and I really wasn't feeling much of a difference. The doctor added Prozac 20mg. For the first 3 days I could sleep. After that if feels like I'm coming off a caffeine high as I get very tired but I never experience a high in energy. I get hot flashes and sweat about 25-30mins after taking it but then it goes away. I yawn all the time. Another thing I've noticed since I've been on it was decreased sexual mood and ejaculation feels weird, just weird. I'm not emotionless but sadness, depression and anger seem to not be present. Decreased appetite and lost a little weight. No other side effects experience.""",7,5-Feb-17,38,negative
25723,Ethinyl estradiol / norelgestromin,Birth Control,"""I've been on the patch for about 9 years going on 10 years. Absolutely love it! It is super convenient, no pregnancies and if you're forgetful like I am it works GREAT! I tried the pill and that made me very nauseous so I decided to give Ortho Evra a try and it was the best decision I've ever made! My breasts grew but that's about the only side effect I experienced. Unfortunately I've been getting a lot of yeast infections recently so I'm going to try the Nuvaring to see if the Ortho patch is what's causing it (highly doubtful). Worth a try though. I highly recommend Ortho Evra.""",9,26-Dec-13,31,positive
188379,ParaGard,Birth Control,"""I absolutely love my ParaGard IUD choice.  It has been the best choice for me in terms of birth control as hormonal birth control was not something that I wanted to be on any longer.  I did not find insertion painful, more like a heavy period cramp that lasted 10-20 seconds.  I had light cramping with my periods prior to the IUD insertion and my cramping has not changed significantly at all.  My cycle is slightly longer. The first few months were tender and I did have some increased cramping initially but it returned to my normal within a few months.  I also experienced a pH change in the first few months resulting in a vaginal infection.  This went away after my body adjusted to the IUD.  Since then, it has been such a great choice!""",10,23-May-17,8,positive
84993,Ethinyl estradiol / norgestimate,Birth Control,"""I took Tri-Sprintec awhile. Last October I started bleeding profusely & found out I had a miscarriage!   The claim is 1% chance or something like that of getting pregnant, 
Here it is January & still bleeding going to have to have a hysterectomy @ 35yo on the 12th of February,""",1,25-Jan-16,0,negative
132335,Ativan,Anxiety,"""I was prescribed Lorazepam 1mg up to 3x a day, but they don't seem to be touching me. I suffer from panic attacks, anxiety, etc., and I just permanently feel wired, my legs are going 100mph all the time. I get bad thoughts of doom from nowhere. If I'm not focused on something 100%, I end up letting little thoughts of what if I pass out, etc. I've tried lots of SSRI's as well. """,4,3-Sep-11,10,negative
178647,Victoza,Weight Loss,"""I've been on it for 2 week and lost 20 pounds already I started at 4 click in, now I'm at .6 
But you do feel sick and very tired it's constant and I burp all the time 

My doctor said take it before bed because the worst part will be finshed by the time you wake up 

I don't really like food that much after 
OR anything really sugar not even my Pepsi :(  and I would just eat because I'm bored now I don't even feel like it 
I was 280 
Now 260 
I hope to be at 170 one day """,7,27-Feb-17,47,neutral
128191,Phentermine,Weight Loss,"""OK, this is actually my 2nd time taking Phentermine. I took it 3 yrs ago and lost approximately 32lbs in 3 mths but however I thought I did a good job trying to maintain my eating habits. After 3yrs off of phen I slowly gained 20 lbs. I'm here to say that phen is a TERRIFIC  JUMP start to help you learn healthy eating HABITS. However after using Phen the weight will in deed creep back on you....So here today I have been on phen for almost 3 weeks my starting weight was 170.0.... I am now at 156....so about 15lbs off in 3 weeks!!!!! So this time around I'm going to appreciate the Phen JUMP START TO weight-loss, and MAINTAIN a healthier lifestyle this time around. Phen does the work at , but it's up to you to maintain your healthier lifestyle""",10,29-Mar-16,59,positive
230373,Meloxicam,Inflammatory Conditions,"""I have been on a monthly shot of Meloxicam for 3 years, and it is the only medication that almost erases my pain due to swollen joints caused by Lyme disease.""",10,15-Apr-15,45,positive
131259,Endocet,Chronic Pain,"""I have Fibromyalgia and I have taken Oxycodone for when I am having a bad day and my Fibromyalgia flares up. It helps me have a better life, I can get up and move. This medication takes the edge off for me.  It does not take all the pain away which is okay because I just want to be able to function rather than staying in bed or on couch all day unable to get up due to the pain.""",9,17-Sep-13,62,positive
121830,Venlafaxine,Bipolar Disorde,"""Worked within one week. Took years ago, stopped, recently placed back on it, 75mg with Lamictal 100mg. Life back to 75% normal.""",10,6-Jul-13,36,positive
90189,Dronabinol,"Nausea/Vomiting, Chemotherapy Induced","""As soon as I took first dose I vomited. I feel something else. I could not stand up and fell sleep. When I woke up, my throat hurt and could not eat without painkiller.  Next day I took next one, then I vomited again.""",1,15-Aug-12,7,negative
174238,Betamethasone / calcipotriene,Psoriasis,"""This product is extremely greasy. It does not absorb into the skin and sits on the surface until eventually it will wipe off on clothes, furniture, bed sheets etc. As result it can't really be used in the morning, day or evening. Disappointingly CVS would not take it back for a refund on the day of sale. Also called Leo Pharmaceuticals, who make the product, and they could only offer an exchange for the same product! Outrageous considering how much money the industry makes!! Now I have 2 bottles of this expensive product I cannot use. I recommend to get the Clobetasol cream and stear clear of this one.""",1,1-May-15,10,negative
62700,Citalopram,Depression,"""I have been taking the 20mg Celexa for about 2 months now and just raised my dose to 40 mg. I really do feel so much better. I have the occasional mood swings but other then that I'm not depressed or I haven't had any more panic attacks like I had previously before placed on it. I would say its doing the job. The only side effects would be trouble sleeping sometimes and constant sweating throughout the day, but it's been better lately.""",9,22-Jul-09,35,positive
7425,Monistat 7-Day Combination Pack,Vaginal Yeast Infection,"""I have used this in the past, due to taking antibiotics after having a tooth pulled. I am 14 weeks pregnant, and day one is the worse. I was on fire for about 15 minutes, then i started reading people's post on here, and after laughing so hard, the burning is gone. This is my second time having to use this and I'm 31years old. I know it's not funny to have a YI, but I got a good chuckle out of the fact I'm not the only one on fire over here. Thanks. Product clears infection in 3 days.""",9,23-Jun-15,19,positive
75646,L-methylfolate,Depression,"""For the past several years I have been trying to find the right balance to deal with the anxiety and depression of Post Traumatic Stress Disorder. I have been on Citalopram for the depression and that seems to work well. It has been hard to find an antipsychotic that works and currently I'm on Latuda. I'm also on a mood stabilizer Lamictal. My Dr added Deplin. Long story I wound up without my Latuda and Deplin for about 6 weeks. In 6 weeks I was off the charts on the ups and my old patterns were popping up. Not good. I went back on the Latuda and began evening out but still had too much up. Now I've been back on the Deplin for a week and I feel completely numb. Trouble sleeping at the right times, trouble being awake or at least alert at the right times.""",7,27-Oct-14,28,neutral
127751,Phentermine,Weight Loss,"""I am 28, 5 ft 7in and my starting weight was 298lbs. I have always looked smaller than I weighed. I started taking phentermine 01/19/2017. I work out every other day for four hours. I mostly do cardio between treadmill, elliptical, stair climber, and arc trainer. Depending on the day I will only use two different cardio machines. Then utilize the weight lifting machines to tighten and tone. Had my first weigh in yesterday and I was down 20.8 lbs. My goal was 10. This has def helped me get my eating under control and I have more energy as well. The only problem I face is severe dry mouth which water will  fix or even chewing gum. I would recommend this as a starting point to lose weight. I didn't get a refill as per my request.""",10,18-Feb-17,20,positive
173587,CellCept,Systemic Lupus Erythematosus,"""I was diagnosed with LUPUS on March 9, 2009 and put on Cellcept. I do have some of the side effects which I am working through. Hopefully this will be my answer to a long and happy life.""",9,6-Apr-09,28,neutral
183261,Cymbalta,Anxiety,"""Was on Cymbalta for 2 years. Worked fabulous for anxiety and panic. Unfortunately I was diagnosed with Gastritis so me and my doctor felt it was best to switch to something else because this medicine has been found to cause stomach issues.""",7,8-Jan-13,53,neutral
151915,Chantix,Smoking Cessation,"""My husband and I quit with Chantix 3 1/2 years ago - and yes, we're still non-smokers.  Chantix is truly the ""magic pill"" we used to joke about.  We had each been smoking for 30  years and decided to quit when the price started skyrocketing here in NY state.  We had our last cigarettes on March 5, 2009.  We actually continued smoking for 2 weeks on Chantix, just because we had cigarettes left and decided to finish off what we had.  After a week the cigarettes started tasting very, very bad.  It got to the point that we were barely smoking a half of each cigarette.  Now, I can't stand the smell of cigarettes and can tell immediately if someone is a smoker.  I NEVER thought I'd be able to quit, but I did!""",9,19-Sep-12,17,positive
207383,Suprep Bowel Prep Kit,Bowel Preparation,"""I found that I agree with the descriptions on here of the taste, this stuff is totally vile and I could not find a way to make it taste better. I took the first bottle around 5:30 and it was almost impossible to get down, I started having bad nausea and chills but thankfully I didn't throw it up. It started work with 15 minutes and continued for about 2.5 hours. I took the second dose at 3am and this did not go so well. I tried using a straw this time to deal with the taste but it didn't really help. After finishing the solution I felt very nauseous but I thought I could manage it. Unfortunately at about the 1 hour mark I was hit with a horrible wave of nausea and projectile vomited the suprep plus all of the water I had drank.""",5,25-Apr-17,7,negative
15299,Ethinyl estradiol / norethindrone,Birth Control,"""I've been on Junel Fe for 4 months now and it is horrible! I have never had anxiety this bad and I cry all the time over the littlest things!! I am tired all the time and my boyfriend has noticed that I've become a lot more emotionally unstable since starting this pill. My last two periods lasted over two weeks and they were very heavy. I would not recommend if you struggle with anxiety or depression. The one good thing that came out of this is that I'm not pregnant lol""",2,3-Apr-17,3,negative
116753,Lamictal,Seizure Prevention,"""I went through study after study as a kid without diagnosis. I found out 6 months after I had my 1st child at age 22 I had epilepsy. The pregnancy increased my symptoms and seizure to 3-5 times a day. The first med they put me on was lamictal and I stayed on this med for 8 yrs without any distracting symptoms. After I divorced I tried to go off them due to no insurance, I soon realized how well they did work. I ended up going back on them within two months because my seizure ended up coming back as soon as the med eased out of my system. It has now been a combined 12 yrs on this med and I don't intend on changing anytime soon. If you find something that works, it doesn't matter how many reviews you read until you see how your body reacts.""",10,12-Apr-16,43,positive
211292,Pazeo,Seasonal Allergic Conjunctivitis,"""Was prescribed pazeo from my eye doctor for allergic conjunctivitis, It does seem like my eyes are clearer, but it gives me an awful  tasting drip in my throat and maybe upsetting my stomach. I've been taking the medicine for five days one drop in each eye, and was given a sample that lasted the five days. When I got the prescription I was able to use a coupon that brought the price from 190$ to 40$ .... The prescribed bottle was is literally the same size as the free sample I got!!!! It's only 5 days worth of drops and it's a 2.5ML bottle. The other thing that bothers me is what is in the drops... Boric acid??? Is this ok to have dripping into my stomach from using in my eyes? Not sure about pazeo yet....""",3,2-Mar-16,16,neutral
66004,Propranolol,Anxiety,"""I'm 26 year old male, I used to lead a party animal life i.e. Alcohol, etc. I thought I was invincible through my teens then after 16 years abuse I woke up one morning and felt like I was having a heart attack flared up in the face, tingling down my arms, lack of breath, confusion, hot and cold sweats happened quite often on a daily basis so I went into hospital, did an ECG on my heart then the doctor said you are having panic/anxiety attacks. The flashbacks of my past triggered it. I've been put on 80mg slow release beta blocker they work great for me never had a panic attack since. """,9,28-May-13,75,positive
135157,Dapsone,Acne,"""I have tried almost everything under the sun as related to acne medicine. The only thing that worked for me is Aczone. I have only been using it for 10 days now but my face has cleared up so fast. I have never seen my skin look so good in the last 5 years. It doesn&#039;t irritate the skin and goes on very light and absorbs right in. Highly, highly recommended.""",10,02-Apr-10,39,positive
224296,Levothyroxine,Underactive Thyroid,"""My thyroid test showed it to be under active, Dr increased Levothyroxine to 100 MCG to be taken two hours on empty stomach before I can eat!I guestioned Pharmacist and he confirmed two hours wate. Very difficult to wait 2 hours! I take several other medications! What can I do?""",6,10-Apr-16,10,neutral
180475,Diclofenac,Pain,"""I used Voltaren gel on some sore joints (and a tennis elbow). It worked as well as anything I have ever tried. I sometimes get killer tension headaches that first build up in the back of the neck. When I felt one coming on, I used the gel on the back of the neck and shoulders. The headache never developed. Before this experiment I would take 3 or 4 ibuprofen for one of these headaches and hope for the best. The gel is now my standard treatment for these headaches.""",9,28-Jul-08,68,neutral
21100,Paliperidone,Schizophrenia,"""I have been on paliperidone for about a year now. The side effects I have is I get alot of nightmares and bad dreams which I never had before. I do alot of rocking backwards and forwards every time I sit down which is really upsetting and annoying. I have alot of restlessness. I find it difficult to settle and do things. In terms of sleep, this medication is good. I have energy at least. I have tried other medications and had side effects as well. I am having this medication reduced and eventually will be off having antipsychotic drugs. I am sick of the side effects. Clozapine made me sick all the time and sleepy. Another medication I was on I had blurred vision. Sick of the side effects. I&#039;d rather take the risk with having a relapse .""",2,13-Jan-16,5,positive
28339,Lexapro,Generalized Anxiety Disorde,"""After being diagnosed with depression and generalized anxiety disorder, my doctor prescribed me Lexapro. I was very skeptical. I finally took it after having a few days with me debating whether or not to take it. It made me feel a lot better. I&#039;m only a few days into it but I can feel a difference. I&#039;m a little dizzy and find myself yawning when I first take my dose of 10mg, but that usually goes away. I also had to use the restroom several times, but overall not a lot of side effects. I&#039;m surprised and pleased so far and I&#039;m sure I&#039;ll have to up my dose in a few months.""",9,06-Apr-14,77,positive
62152,Citalopram,Depression,"""Works great. I feel like myself again- positive, energetic, interest in activities has returned.""",8,18-Apr-14,79,positive
207641,Suprep Bowel Prep Kit,Bowel Preparation,"""Suprep was absolutely wonderful! I added ginger ale with the solution and water. After taking the first dose at 6:00pm used the restroom for 1-1/2hrs, was able to sleep without interuptions. Second dose at 4:00am was also great, was able to sleep 1-1/2 hrs also. The Colonoscoby was a great procedure. I oped out on the anesthesiologist, I felt no need to pay two MD&#039;s. I had Versed and Fentanyl in the Ivy, it worked great. I was anxious and nervous, I wanted to reschedule the procedure do to my anxiety. But I didn&#039;t, if I can do it so can you. Good luck God Bless.""",10,15-Jun-16,27,positive
150912,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,"""I was prescribed Bactrim for a bacterial skin infection under my arm. I get infections easily and am often on all kinds of antibiotics. Many bother me, but I have not had any problems at all while on Bactrim. And the skin infection has been clearing up very well (I&#039;m almost done with the medication.) I&#039;m very happy with this medication.""",10,07-Jul-12,78,positive
46946,Emsam,Depression,"""Tried Effexor, Wellbutrin, Paxil, Zoloft in the past with no results.
 
 EMSAM has brought me out of it after seven years. Only a little localized skin irritation.""",8,26-Jul-10,51,neutral
194825,Levetiracetam,Seizures,"""All depends on the individual I actually found that Keppra made my seizures WORSE. I started taking Keppra and was fine for 2 years with no side affects, no seizures, nothing, then 1 day I had a massive grand Mal seizure the doctors keep upping my dose. Now I am on the maximum dose but still having seizures. Before I took Keppra I had only a few fits in my life now I have them about once every couple of weeks.""",5,23-Jun-16,32,neutral
25182,Diovan,High Blood Pressure,"""Taking drug for about 5 years and blood pressure stays around 140/93. All of a sudden started having ringing in ears and decided to go off Diovan after reading this was a side effect. Also noticed shortness of breath, weight gain and tiredness. Now blood pressure is about the same without Diovan or any other medication except still have the ringing in the ears.""",4,04-Apr-10,92,negative
140765,Escitalopram,Depression,"""Started Cipralex 10mg 7 months ago. First few weeks side effects were not enjoyable, but I stuck with it. Within a month not only was I noticing feeling better, but friends and family were also noticing I had a better overall mood. Last few weeks, I have had my DR up my does to 20mg a day, due to starting to feel the same horrible mood I did before starting. See to have build a small tolerance. In terms of anxiety, this medication has 0 effect in helping me.""",9,06-Jul-16,2,negative
128631,Phentermine,Weight Loss,"""I have experienced mild to moderate headaches relatively everyday, dry mouth, bad taste in my mouth after I have taken it, severe leg cramps and a loss of 28lbs in 3 months. To off set the headaches and cramps I have increased my H2O intake to equal 1/2 of my body weight in oz. Yes, it is a struggle to drink that much however the long term benefits out weigh the temporary issues.""",9,16-Jun-15,20,neutral
205810,Pristiq,Depression,"""I felt a difference right away. The only negative feedback I have is the tiredness. I can&#039;t stay awake but I do not know if it is from coming off of ADD medication. I have been on this medication for 3 days now and already feel like a new woman! I no longer need my Xanax!""",8,25-Jun-10,15,neutral
27597,Ammonium lactate,Dry Skin,"""Used on cracked hill on my feet. Applied 3 times a day for two weeks. Wonderful. My feet are like a baby skin.""",10,25-Jul-10,62,positive
112388,Desmopressin,Diabetes Insipidus,"""I like this medicine when I am on a trip and it does work fast but it&#039;s expensive.""",8,20-Jan-09,6,neutral
28825,Lexapro,Anxiety,"""This is a drug that takes a long time to get fully into your system. It does not just &quot;work&quot; after a day or a week. I was on this medication from 2004 to 2007. It worked pretty well (about 85%) for anxiety, but not very well for depression. My nutritionist and Doctor agreed that it was the medication that caused me to gain 30 pounds (which by the way, does not help depression.) I had to keep a food journal and keep track of my activity level. The overall panic subsided, but at night when trying to fall asleep I would occasionally have chest pain, or rapid heartbeat, or trouble breathing. You just have to try to find ways around medicines to cope. """,6,02-Jun-10,15,negative
37094,Zepatier,Hepatitis C,"""Finished treatment almost a week ago. Undetectable virus load two weeks into treatment. Virus remains undetectable Odd mild headache which lasted a couple of minutes, but took no medication whatsoever avoiding possible interaction. I&#039;ve had no other side effects. I continue working and living my normal life. I eat plenty vegetables; smoothie made of fresh bananas, blackberries, blueberries, mango and kiwis. I kept the weight at bay and drink fresh beetroot with green apple. No alcohol or fried foods &amp; drunk lukewarm water mixed with fresh lemon juice &amp; swallow raw garlic with an empty stomach. Contaminated illness during my childhood. Don&#039;t despair. Treatment works &amp; it&#039;s bearable. Best to you all.""",10,20-Jul-17,11,positive
